"Compounds ID","Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: Metabolika Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# ChemSpider Results","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)","Mass List Match: HMDB Urine metabolites (v5. 4641 cpds)","MS2","Reference Ion","Group Area: cla","Group Area: cla/lps","Group Area: ctrl","Group Area: lps","Group Area: no2-cla/lps","Group CV [%]: cla","Group CV [%]: cla/lps","Group CV [%]: ctrl","Group CV [%]: lps","Group CV [%]: no2-cla/lps","Ratio: (cla) / (ctrl)","Ratio: (cla/lps) / (ctrl)","Ratio: (lps) / (ctrl)","Ratio: (no2-cla/lps) / (ctrl)","Ratio: (cla/lps) / (lps)","Ratio: (no2-cla/lps) / (lps)","Log2 Fold Change: (cla) / (ctrl)","Log2 Fold Change: (cla/lps) / (ctrl)","Log2 Fold Change: (lps) / (ctrl)","Log2 Fold Change: (no2-cla/lps) / (ctrl)","Log2 Fold Change: (cla/lps) / (lps)","Log2 Fold Change: (no2-cla/lps) / (lps)","P-value: (cla) / (ctrl)","P-value: (cla/lps) / (ctrl)","P-value: (lps) / (ctrl)","P-value: (no2-cla/lps) / (ctrl)","P-value: (cla/lps) / (lps)","P-value: (no2-cla/lps) / (lps)","Adj. P-value: (cla) / (ctrl)","Adj. P-value: (cla/lps) / (ctrl)","Adj. P-value: (lps) / (ctrl)","Adj. P-value: (no2-cla/lps) / (ctrl)","Adj. P-value: (cla/lps) / (lps)","Adj. P-value: (no2-cla/lps) / (lps)","Peak Rating (Max.)","Peak Rating: Liver-H-9.raw (F9)","Peak Rating: Liver-H-10.raw (F10)","Peak Rating: Liver-H-11.raw (F11)","Peak Rating: Liver-H-12.raw (F12)","Peak Rating: Liver-H-13.raw (F13)","Peak Rating: Liver-H-14.raw (F14)","Peak Rating: Liver-H-15.raw (F15)","Peak Rating: Liver-H-16.raw (F16)","Peak Rating: Liver-H-25.raw (F25)","Peak Rating: Liver-H-26.raw (F26)","Peak Rating: Liver-H-27.raw (F27)","Peak Rating: Liver-H-28.raw (F28)","Peak Rating: Liver-H-29.raw (F29)","Peak Rating: Liver-H-30.raw (F30)","Peak Rating: Liver-H-31.raw (F31)","Peak Rating: Liver-H-32.raw (F32)","Peak Rating: Liver-H-1.raw (F1)","Peak Rating: Liver-H-2.raw (F2)","Peak Rating: Liver-H-3.raw (F3)","Peak Rating: Liver-H-4.raw (F4)","Peak Rating: Liver-H-5.raw (F5)","Peak Rating: Liver-H-6.raw (F6)","Peak Rating: Liver-H-7.raw (F7)","Peak Rating: Liver-H-8.raw (F8)","Peak Rating: Liver-H-17.raw (F17)","Peak Rating: Liver-H-18.raw (F18)","Peak Rating: Liver-H-19.raw (F19)","Peak Rating: Liver-H-20.raw (F20)","Peak Rating: Liver-H-21.raw (F21)","Peak Rating: Liver-H-22.raw (F22)","Peak Rating: Liver-H-23.raw (F23)","Peak Rating: Liver-H-24.raw (F24)","Peak Rating: Liver-H-33.raw (F33)","Peak Rating: Liver-H-34.raw (F34)","Peak Rating: Liver-H-35.raw (F35)","Peak Rating: Liver-H-36.raw (F36)","Peak Rating: Liver-H-37.raw (F37)","Peak Rating: Liver-H-38.raw (F38)","Peak Rating: Liver-H-39.raw (F39)","Peak Rating: Liver-H-40.raw (F40)"
"225","","True","10-Nitrolinoleate","C18 H31 N O4","Full match","Full match","No results","Full match","Full match","1.35","325.22575","324.21845","6.871","74960353.4319367","8","1","75.3","8.8","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","410127.001595617","362836.963346069","395944.396478886","810595.827033754","17645963.8544529","26.5410538563964","31.4345239150348","22.9395362143251","67.2828091999842","103.931179872385","1.036","0.916","2.047","44.567","0.448","21.769","0.05","-0.13","1.03","5.48","-1.16","4.44","0.999990680757711","0.990746419948294","0.358773364586031","2.34950947586299E-11","0.165155003762177","3.36056904526316E-09","0.999999999990232","0.999999999971901","0.99999999999954","1.67285074681445E-08","0.999999999980223","4.78545032045474E-06","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","5.5","3.2","1.4","4.3","4.3","3.6",""
"243","","True","Coprocholic acid","C27 H46 O5","Full match","No results","No results","Full match","Full match","1.06","450.33500","449.32775","5.366","68192101.043203","6","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","550601.997084298","10582918.1654629","600301.604135126","10665823.6065069","9409926.00585313","75.1458500413428","59.558550949801","64.4914357755273","128.589867720546","89.2276636919384","0.917","17.629","17.767","15.675","0.992","0.882","-0.12","4.14","4.15","3.97","-0.01","-0.18","0.999781986155603","0.000388163407231468","0.00590272850927176","0.000926371608838017","0.872095227169704","0.963747459867528","0.999999999990232","0.00877372526821603","0.0903815634107848","0.00856592968172296","0.999999999980223","0.999999999998553","6.6","3.1","3.1","2.3","","","","","","4.8","5.1","5.6","6.6","5.8","5.5","5.2","6.2","","3.5","0.8","2.5","","","2.3","1.2","4.6","","4.7","3.3","5.5","4.3","6.2","6.6","6.2","5.8","3.9","2.2","5.5","4.2","3.3","4.8"
"252","","True","13(S)-HOTrE","C18 H30 O3","Full match","Full match","Partial match","Partial match","Not the top hit","1.55","294.21995","293.21267","6.048","156717328.983837","34","3","95.9","9.8","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","10593267.8848942","15431968.928135","11521212.964825","18362076.5219966","126523612.750087","98.5509401291806","94.7698709107575","64.839201120775","50.1187059341965","20.3862215251119","0.919","1.339","1.594","10.982","0.840","6.890","-0.12","0.42","0.67","3.46","-0.25","2.78","0.919436006433688","0.999999523455475","0.919952693771514","0.00526652527738258","0.931528328224648","0.000500881468915582","0.999999999990232","0.999999999971901","0.99999999999954","0.035542805663473","0.999999999980223","0.0109731571036275","7.2","4.7","5.5","4.3","3.9","1.4","4.5","","","2.8","4.3","0.8","4.7","6.2","4.3","4.7","4.3","5.5","3.9","5.5","3.2","4.3","5.1","5.1","3.9","4.7","","4.7","4.3","5.1","5.5","5.5","5.5","6.5","6.8","4.9","7.2","4.9","5.3","6.1","5.3"
"253","","True","Prostaglandin A1 ethyl ester","C22 H36 O4","No match","Invalid mass","No results","No match","No match","-49442.70","346.25129","345.24401","6.220","82359726.7716854","9","2","73.6","8.7","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","8019238.40893835","9896683.1850522","7030869.01700473","4949923.37679343","57327539.0310435","129.445730227807","109.292391533006","114.509229032151","54.0336489419294","37.0442327083076","1.141","1.408","0.704","8.154","1.999","11.582","0.19","0.49","-0.51","3.03","1.00","3.53","0.983932573957768","0.997670330777139","0.567291398517149","0.0365355584717941","0.377884016712043","0.000628015096241108","0.999999999990232","0.999999999971901","0.99999999999954","0.16782785568979","0.999999999980223","0.0129026905118183","5.6","3.9","2.4","2.8","4.7","1.8","2.0","1.1","0.6","1.7","0.7","3.9","3.6","5.2","","2.0","","1.8","","","1.1","3.2","","1.8","","2.2","","","2.4","2.2","","2.2","2.2","","2.9","","","3.3","4.8","5.6",""
"267","","True","","C18 H21 Cl3 N4 O3 S2","Full match","No results","No results","No results","No results","1.67","510.01291","509.00562","7.874","23360887.7363191","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","732776.428873981","629138.425540915","449871.439417722","1206881.53234793","9212705.63192193","183.908520773102","150.573251311624","188.028758305585","163.627134776822","64.1820699252425","1.629","1.398","2.683","20.479","0.521","7.633","0.70","0.48","1.42","4.36","-0.94","2.93","0.796885213255722","0.999990335277275","0.735544940963975","0.0148543357320884","0.688461513225983","0.225599541895065","0.999999999990232","0.999999999971901","0.99999999999954","0.0829512709117406","0.999999999980223","0.542658357531373","5.5","","","","","4.3","3.6","","2.7","","","","","","","","","","5.5","","","","","","","1.1","","","2.0","5.1","1.2","","3.6","3.6","2.2","","2.6","5.1","3.9","4.7","5.5"
"275","","True","1-(3,5-Dihydroxyphenyl)-12-hydroxy-2-tridecanyl acetate","C21 H34 O5","Not the top hit","Full match","No results","Partial match","Partial match","1.04","366.24101","365.23373","3.025","59277874.9419435","7","2","67.1","8.4","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","962993.713656972","10923080.9748835","912394.816200852","13934714.48609","14378200.1202143","62.6017414154944","41.4243999860869","46.5761884421836","98.6612586501199","78.580956403742","1.055","11.972","15.273","15.759","0.784","1.032","0.08","3.58","3.93","3.98","-0.35","0.05","0.989576543974857","3.50128336763511E-05","0.000216414742507887","8.36875372289825E-06","0.972716407920467","0.81333088795485","0.999999999990232","0.00113314261716191","0.00716685100770304","0.000212805451810841","0.999999999980223","0.999999999998553","6.6","0.7","","1.6","2.7","1.2","3.9","3.1","1.2","5.5","5.1","5.8","5.8","4.3","6.6","5.8","3.6","1.6","1.6","2.3","1.6","3.6","","1.2","2.7","4.3","","5.2","3.6","5.5","5.1","5.5","6.2","6.6","6.2","6.2","5.6","6.2","5.8","5.5","5.6"
"283","","True","Dimethyl (3,3-diethylbutyl)malonate","C13 H24 O4","Full match","No results","No results","Partial match","Full match","0.14","244.16749","243.16022","3.940","59826333.6033265","3","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","13583992.5191524","16675617.4990842","11727587.266173","15015249.6684897","21345667.8579054","18.2931700029836","15.9051374345433","28.0218382295933","17.17231007924","56.6168437670266","1.158","1.422","1.280","1.820","1.111","1.422","0.21","0.51","0.36","0.86","0.15","0.51","0.539494860756454","0.0891225705238419","0.259160711457629","7.90511091073309E-05","0.980680626665289","0.0259026186825548","0.999999999990232","0.515896505796548","0.99999999999954","0.0011853466614757","0.999999999980223","0.129422207031432","7.7","7.0","6.6","6.2","7.0","6.6","6.6","6.6","7.0","6.6","5.8","6.2","6.2","6.6","7.0","7.3","7.0","6.8","6.5","6.5","6.5","7.2","6.8","6.8","6.8","7.3","7.7","5.8","7.0","5.8","6.6","6.6","6.6","5.5","5.1","5.8","5.5","5.1","5.8","5.5","5.1"
"287","","True","3-Oxotetradecanoic acid","C14 H26 O3","Full match","No results","No results","Full match","No results","0.07","242.18821","241.18093","5.558","47899789.0747038","3","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2559575.84649966","10103225.5953927","2406706.42905492","7748261.75068405","17985109.2659317","58.6414323848029","36.9898149632489","70.6933025332085","58.5931458953439","64.4868619794419","1.064","4.198","3.219","7.473","1.304","2.321","0.09","2.07","1.69","2.90","0.38","1.21","0.721672754588905","0.0545723918275663","0.411551713056413","0.000382023561773637","0.817540380049239","0.0450198819985931","0.999999999990232","0.392542904380402","0.99999999999954","0.00412122387852772","0.999999999980223","0.18911006479645","7.1","5.6","3.0","2.6","0.7","2.0","2.6","2.2","","6.3","7.1","6.5","5.7","6.7","6.3","6.3","6.7","1.7","1.3","1.6","1.7","","","1.6","3.3","5.1","","4.1","6.6","5.1","4.3","4.1","5.5","5.1","6.6","6.2","6.6","7.0","5.8","6.2","5.1"
"312","","True","Octadecaneperoxoic acid","C18 H36 O3","Full match","No results","No results","Partial match","Full match","0.75","300.26667","299.25939","7.811","22439941.9716065","15","0","","","","Single match found","No matches found","PreferredDDA","[M-H]-1","3225840.0701387","13160661.443054","2053020.16800732","7414900.79550528","14483818.5513642","71.2972271272635","65.4420002815549","68.6475100781962","67.6000381970191","24.3459172423455","1.571","6.410","3.612","7.055","1.775","1.953","0.65","2.68","1.85","2.82","0.83","0.97","0.999732722575677","0.137220045902366","0.809745794356612","0.015373310740093","0.683320160602387","0.180462855873807","0.999999999990232","0.686376613937176","0.99999999999954","0.0852132277209767","0.999999999980223","0.46638676363757","6.8","6.4","4.1","3.0","","","4.1","3.9","","4.7","5.6","3.9","5.1","5.5","5.8","3.9","3.9","2.0","2.7","1.8","2.0","3.3","","","","3.3","","5.8","5.1","3.9","3.2","3.7","6.7","6.1","6.1","5.7","6.8","4.6","5.3","6.5","6.5"
"316","","True","Myxalamid C","C24 H37 N O3","Full match","No results","No results","Full match","No results","1.61","387.27797","386.27069","5.559","86882427.8807528","1","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","2429442.44043004","7234380.95841444","5385391.55696291","901610.968172119","55690292.0088294","170.21894644724","119.055369639559","110.865261176977","108.71614976282","32.8377716165393","0.451","1.343","0.167","10.341","8.024","61.768","-1.15","0.43","-2.58","3.37","3.00","5.95","0.934125845662879","0.998590874730602","0.187520996439575","0.018139526544528","0.108154884159537","2.97881195804317E-05","0.999999999990232","0.999999999971901","0.849760185264742","0.0957615800139439","0.999999999980223","0.00169673129130139","6.0","2.6","4.7","2.6","4.7","","1.6","","","1.1","1.1","","4.7","3.2","3.2","4.7","3.0","","","3.3","","4.3","5.5","3.7","5.1","5.0","","4.1","1.4","1.8","","0.5","","6.0","4.1","6.0","5.2","6.0","6.0","5.2","4.8"
"340","","True","NP-011548","C18 H34 O3","Full match","Full match","No results","Partial match","Partial match","0.95","298.25108","297.24380","5.930","34079309.2311679","14","1","94.2","9.7","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","1856714.7001554","12677168.6834178","4890262.93964221","6300093.06296375","11814765.0821691","89.6151576949196","45.8960763941958","57.1323850906495","62.7004821979208","55.706033798457","0.380","2.592","1.288","2.416","2.012","1.875","-1.40","1.37","0.37","1.27","1.01","0.91","0.261501878974548","0.132707522043946","0.917982862817243","0.0473085900195789","0.513786376803203","0.258089551262297","0.999999999990232","0.679768026584819","0.99999999999954","0.206648564993498","0.999999999980223","0.59469178154937","6.2","","","","","","","","","5.1","4.8","4.1","","3.6","5.5","4.3","4.7","","","4.5","","","","5.6","","4.1","2.0","5.8","6.2","4.1","","4.5","3.7","","5.1","5.1","","","","",""
"346","","True","2-Hydroxymyristic acid","C14 H28 O3","Full match","Full match","No results","Full match","No results","0.24","244.20390","243.19663","4.601","41405818.0572604","6","2","84.7","9.2","","No matches found","No matches found","PreferredDDA","[M-H]-1","7319065.37818084","14718878.534895","10564924.6471198","14427786.1118618","22137633.3136652","62.6491825750559","32.6508142092064","43.7371783320449","51.4509456675357","30.5500448232303","0.693","1.393","1.366","2.095","1.020","1.534","-0.53","0.48","0.45","1.07","0.03","0.62","0.643154651540084","0.848844128591064","0.998252236623001","0.0380771172817392","0.951701434506448","0.0750247365712341","0.999999999990232","0.999999999971901","0.99999999999954","0.17378786861922","0.999999999980223","0.271845355922232","7.1","6.2","6.6","6.2","5.8","6.0","4.5","3.3","4.1","6.3","6.3","6.3","6.3","7.1","6.7","6.3","6.7","3.3","6.2","5.8","4.8","6.2","5.8","5.5","5.8","6.2","4.2","6.2","5.8","6.2","5.8","6.6","6.2","6.7","6.7","6.7","6.7","6.7","6.0","6.0","6.7"
"347","","True","16-Hydroxyhexadecanoic acid","C16 H32 O3","Full match","Full match","No results","Full match","No results","1.45","272.23554","271.22826","6.962","26013240.0448386","12","1","61.2","8.1","","No matches found","No matches found","PreferredDDA","[M-H]-1","4215427.44429942","12396150.5098022","3677477.21844744","8464205.61922435","20809038.3514842","41.5808425379406","62.1575014782435","63.0266559535861","64.9978839165191","30.6107784292676","1.146","3.371","2.302","5.659","1.465","2.458","0.20","1.75","1.20","2.50","0.55","1.30","0.95494513342291","0.411729585494474","0.88956551539122","0.0233185988697628","0.913924322869259","0.176215131956808","0.999999999990232","0.999999999971901","0.99999999999954","0.118169696763496","0.999999999980223","0.461738152390261","7.5","5.2","6.4","4.8","6.0","5.2","6.0","5.6","2.7","6.0","6.6","5.0","5.2","5.1","6.6","5.5","5.5","6.2","4.8","6.0","4.5","6.6","6.0","4.8","5.6","4.7","","4.3","5.1","2.8","6.2","5.8","5.1","6.7","6.3","7.5","7.1","6.3","6.7","7.5","6.0"
"348","","True","","C16 H28 O3","Full match","No results","No results","No results","No results","1.24","268.20418","267.19690","5.799","38091576.4784327","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","5287162.05057681","10398294.2454111","2739261.45483792","9716642.00398458","21530298.016385","44.8894093597121","42.5601743573221","54.0584735039289","56.517174333537","32.7441824870462","1.930","3.796","3.547","7.860","1.070","2.216","0.95","1.92","1.83","2.97","0.10","1.15","0.951939822190779","0.0568584142884394","0.363570272091822","0.000297828553203039","0.866197050409972","0.0452514357726452","0.999999999990232","0.393977841608446","0.99999999999954","0.00337533096803784","0.999999999980223","0.189523660412491","7.1","4.1","3.7","4.1","4.8","0.8","5.2","2.2","3.3","5.8","5.1","5.6","5.8","5.5","5.5","5.8","5.1","3.3","1.2","2.6","2.0","4.1","3.3","2.6","4.5","5.8","","5.8","6.2","5.5","6.6","5.8","6.6","6.3","6.7","6.3","7.1","7.1","7.1","6.7","7.1"
"350","","True","","","No results","No results","No results","No results","No results","","610.49573","609.48845","7.721","24139610.3953337","0","0","","","","No matches found","No matches found","PreferredDDA","[M-H]-1","1242106.59399982","2658138.06605132","2147470.68498833","1876796.10244502","12162483.7406033","133.675621389524","92.783038756889","138.826608951243","93.4903060577187","54.3422633470209","0.578","1.238","0.874","5.664","1.416","6.480","-0.79","0.31","-0.19","2.50","0.50","2.70","0.994313336043219","0.987823436139453","0.916207683353344","0.0440587094532963","0.674996525225653","0.00514101606286199","0.999999999990232","0.999999999971901","0.99999999999954","0.196061257067168","0.999999999980223","0.0472310120871966","5.5","","3.0","","2.8","","","","","","","","2.4","","2.6","4.7","","3.5","","","","3.2","","","2.6","","","","","","","","","2.8","","3.6","1.3","3.9","5.5","4.3","3.2"
"355","","True","(5?,9?)-17-Hydroxykaur-15-en-19-oic acid","C20 H30 O3","No match","Invalid mass","No results","No match","No match","144573.20","364.22551","363.21823","3.352","46425201.4635499","9","1","89.3","9.5","","Multiple matches found","Single match found","PreferredDDA","[M-H]-1","395982.780071491","11214825.7168509","353076.805479166","10812808.1534004","20586079.1982502","77.1274142249991","38.6620791368531","20.7431381540715","92.8961590608592","54.5675633450812","1.122","31.763","30.625","58.305","1.037","1.904","0.17","4.99","4.94","5.87","0.05","0.93","0.99611693719896","5.06608573980216E-08","4.41256406691348E-06","2.79131551206291E-09","0.564045095782749","0.107122058854079","0.999999999990232","6.55827826679844E-06","0.000369617131252047","6.6247221486293E-07","0.999999999980223","0.343256230273292","7.5","0.8","","","2.5","","","","","4.4","5.6","5.6","6.7","6.0","7.5","6.3","5.2","","","","","","","","","4.5","","3.7","5.1","4.7","5.1","5.5","7.0","5.8","5.8","5.8","6.6","5.5","6.2","6.2","4.5"
"361","","True","(1S,4aR,5S)-5-[(3E)-5-Methoxy-3-methyl-5-oxo-3-penten-1-yl]-1,4a-dimethyl-6-methylenedecahydro-1-naphthalenecarboxylic acid","C21 H32 O4","Full match","Full match","No results","Partial match","Partial match","1.19","348.23048","347.22320","4.123","48351116.4630157","18","2","95.2","9.8","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","511004.620709184","14131386.9076025","266431.714667393","6616526.60464468","28414410.8021479","96.0720789566578","69.0143440293351","37.7586406707955","78.4343774771838","42.8593841732742","1.918","53.039","24.834","106.648","2.136","4.294","0.94","5.73","4.63","6.74","1.09","2.10","0.582428756692813","7.83153147965177E-06","0.000294945136050662","2.53193374044614E-08","0.74513545264763","0.0258516136258496","0.999999999990232","0.000328002965500709","0.00913047551600309","2.57533831885378E-06","0.999999999980223","0.129422207031432","7.0","4.5","3.9","0.2","3.1","","","","","6.2","4.5","","6.2","5.5","6.6","5.5","6.6","","","","","","","2.2","","4.8","","4.1","4.1","4.8","4.5","4.7","6.2","6.2","5.8","6.2","5.8","7.0","6.2","6.2","6.2"
"404","","True","Tetrahydrocorticosterone","C21 H34 O4","Full match","No results","No results","Not the top hit","Full match","1.22","350.24614","349.23885","4.253","32781388.4491248","13","0","","","","Multiple matches found","Multiple matches found","PreferredDDA","[M-H]-1","824785.361656873","17745935.9807316","545605.424555796","8542887.81251925","22614205.0547732","86.3592127052757","39.613200996312","77.1609627505585","64.8391858334413","40.7278139133632","1.512","32.525","15.658","41.448","2.077","2.647","0.60","5.02","3.97","5.37","1.05","1.40","0.979245842660801","1.58528548233061E-06","0.000623820840735534","6.1469514189838E-07","0.28808422275754","0.164108714173979","0.999999999990232","9.68862554886485E-05","0.015408880877842","2.73539338144779E-05","0.999999999980223","0.440926054686312","7.1","6.0","5.0","4.6","4.2","","5.2","","","4.8","7.1","6.7","6.3","6.7","6.3","6.7","6.7","","1.0","","3.5","","","5.4","3.1","6.4","","6.6","6.2","6.6","6.6","6.2","5.5","6.2","6.2","5.1","4.5","5.5","5.8","4.7","6.2"
"424","","True","3-Hydroxydodecanoic acid","C12 H24 O3","Full match","No results","No results","Not the top hit","Full match","-1.21","216.17228","215.16501","4.935","29484969.8712283","5","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","5121068.7222665","12153753.809771","4033573.96569858","15680314.8960414","18580991.1703207","49.8330885859423","31.2587455734706","13.467248438385","54.5457074097504","29.3867726236125","1.270","3.013","3.887","4.607","0.775","1.185","0.34","1.59","1.96","2.20","-0.37","0.24","0.999956648961164","0.0153174283693599","0.0286212189068288","0.000386439389673865","0.999109382012676","0.526840689223873","0.999999999990232","0.148381074816112","0.251584047674841","0.00413751647289913","0.999999999980223","0.930795460862028","8.8","6.2","5.6","6.0","5.2","4.5","5.6","5.6","3.5","6.7","6.7","6.5","6.3","7.1","7.1","6.7","7.1","6.5","7.6","7.6","6.9","6.9","7.6","8.8","8.0","6.2","0.6","6.6","7.0","6.6","7.0","7.0","7.0","7.2","7.6","7.6","7.2","8.0","7.6","7.6","7.6"
"425","","True","3beta,7alpha-Dihydroxy-5-cholestenoate","C27 H44 O4","Full match","No results","No results","Not the top hit","Full match","0.78","432.32430","431.31702","7.334","31942442.4774398","12","0","","","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","558686.37739488","583306.959225454","640593.931927979","989557.733785445","9996847.97702242","15.2087390212894","226.478110343954","24.5882383276146","43.5264051551809","92.4152896547423","0.872","0.911","1.545","15.606","0.589","10.102","-0.20","-0.14","0.63","3.96","-0.76","3.34","0.999998088538684","0.970400316794289","0.997963094253285","0.000274593257410527","0.997745862221656","0.000676764407182562","0.999999999990232","0.999999999971901","0.99999999999954","0.00320265117208183","0.999999999980223","0.0132684633530865","3.6","","","","","","","","","","","","","","","3.6","","","","","","","","","","","","","","","","","","3.6","","","","3.6","3.6","2.8","3.3"
"427","","True","Tridecylic acid","C13 H26 O2","Full match","Full match","No results","Full match","No results","-1.53","214.19295","213.18567","6.916","23105308.8883609","14","1","100.0","10.0","","No matches found","No matches found","PreferredDDA","[M-H]-1","6750325.24799676","6912712.87711967","5976111.19497871","10101052.8205812","15688208.1396595","37.4239479934253","36.0901321640897","17.1526098272739","44.0550203102429","25.8537634625519","1.130","1.157","1.690","2.625","0.684","1.553","0.18","0.21","0.76","1.39","-0.55","0.64","0.951661077768057","0.985720946173677","0.529000154213739","0.00119141069115491","0.828361708370945","0.0701997324595242","0.999999999990232","0.999999999971901","0.99999999999954","0.0104726470629914","0.999999999980223","0.257640255212274","7.6","6.0","6.3","7.1","5.0","5.7","4.6","3.8","5.0","6.5","5.4","5.4","6.7","6.0","6.0","6.9","6.5","6.6","5.2","6.0","7.5","6.6","7.1","7.5","6.7","5.1","2.7","6.6","5.8","5.5","6.2","5.1","5.8","6.8","5.7","5.7","7.6","6.8","6.1","7.2","7.2"
"438","","True","(±)9-HpODE","C18 H32 O4","Full match","Full match","Partial match","Partial match","Not the top hit","1.60","312.23056","311.22328","5.433","48518434.2291191","22","1","82.4","9.1","","Multiple matches found","No matches found","PreferredDDA","[M-H]-1","11763701.0805432","16351526.4071004","12918240.377301","4956828.54426427","33700705.4064748","25.7083766912623","59.5442601261297","24.4253270026827","84.1856960351618","24.6034863020219","0.911","1.266","0.384","2.609","3.299","6.799","-0.14","0.34","-1.38","1.38","1.72","2.77","0.999857978846285","0.999763308150418","0.123213351819024","0.0279244996623971","0.174590409766577","2.61260777801864E-05","0.999999999990232","0.999999999971901","0.647438424318412","0.135714974468442","0.999999999980223","0.00155014728162439","6.1","5.7","5.7","4.9","5.3","4.2","4.6","2.7","4.6","2.0","3.6","","4.3","4.1","3.9","4.3","3.2","1.9","2.7","3.1","2.7","2.3","4.9","2.3","3.8","1.7","","1.7","1.7","1.4","1.4","0.7","2.2","5.3","3.8","5.7","3.4","6.1","4.9","4.9","4.9"
